d(0, 0) = 0
d(914, 914) = 1292.59119601
d(915, 915) = 1294.00540957
d(916, 916) = 1295.41962313
d(917, 917) = 1296.8338367
d(918, 918) = 1298.24805026
d(919, 919) = 1299.66226382
d(920, 920) = 1301.07647738
d(921, 921) = 1302.49069095
d(922, 922) = 1303.90490451
d(923, 923) = 1305.31911807
d(924, 924) = 1306.73333163
d(925, 925) = 1308.1475452
d(926, 926) = 1309.56175876
d(927, 927) = 1310.97597232
d(928, 928) = 1312.39018588
d(929, 929) = 1313.80439944
d(930, 930) = 1315.21861301
d(931, 931) = 1316.63282657
d(932, 932) = 1318.04704013
d(933, 933) = 1319.46125369
d(934, 934) = 1320.87546726
d(935, 935) = 1322.28968082
d(936, 936) = 1323.70389438
d(937, 937) = 1325.11810794
d(938, 938) = 1326.53232151
d(939, 939) = 1327.94653507
d(940, 940) = 1329.36074863
d(941, 941) = 1330.77496219
d(942, 942) = 1332.18917576
d(943, 943) = 1333.60338932
d(944, 944) = 1335.01760288
d(945, 945) = 1336.43181644
d(946, 946) = 1337.84603
d(947, 947) = 1339.26024357
d(948, 948) = 1340.67445713
d(949, 949) = 1342.08867069
d(950, 950) = 1343.50288425
d(951, 951) = 1344.91709782
d(952, 952) = 1346.33131138
d(953, 953) = 1347.74552494
d(954, 954) = 1349.1597385
d(955, 955) = 1350.57395207
d(956, 956) = 1351.98816563
d(957, 957) = 1353.40237919
d(958, 958) = 1354.81659275
d(959, 959) = 1356.23080632
d(960, 960) = 1357.64501988
d(961, 961) = 1359.05923344
d(962, 962) = 1360.473447
d(963, 963) = 1361.88766057
d(964, 964) = 1363.30187413
d(965, 965) = 1364.71608769
d(966, 966) = 1366.13030125
d(967, 967) = 1367.54451481
d(968, 968) = 1368.95872838
d(969, 969) = 1370.37294194
d(970, 970) = 1371.7871555
d(971, 971) = 1373.20136906
d(972, 972) = 1374.61558263
d(973, 973) = 1376.02979619
d(974, 974) = 1377.44400975
d(975, 975) = 1378.85822331
d(976, 976) = 1380.27243688
d(977, 977) = 1381.68665044
d(978, 978) = 1383.100864
d(979, 979) = 1384.51507756
d(980, 980) = 1385.92929113
d(981, 981) = 1387.34350469
d(982, 982) = 1388.75771825
d(983, 983) = 1390.17193181
d(984, 984) = 1391.58614538
d(985, 985) = 1393.00035894
d(986, 986) = 1394.4145725
d(987, 987) = 1395.82878606
d(988, 988) = 1397.24299962
d(989, 989) = 1398.65721319
d(990, 990) = 1400.07142675
d(991, 991) = 1401.48564031
d(992, 992) = 1402.89985387
d(993, 993) = 1404.31406744
d(994, 994) = 1405.728281
d(995, 995) = 1407.14249456
d(996, 996) = 1408.55670812
d(997, 997) = 1409.97092169
d(998, 998) = 1411.38513525
d(999, 999) = 1412.79934881
d(1000, 1000) = 1414.21356237
d(1001, 1001) = 1415.62777594
d(1002, 1002) = 1417.0419895
d(1003, 1003) = 1418.45620306
d(1004, 1004) = 1419.87041662
d(1005, 1005) = 1421.28463018
d(1006, 1006) = 1422.69884375
d(1007, 1007) = 1424.11305731
d(1008, 1008) = 1425.52727087
d(1009, 1009) = 1426.94148443
d(1010, 1010) = 1428.355698
d(1011, 1011) = 1429.76991156
d(1012, 1012) = 1431.18412512
d(1013, 1013) = 1432.59833868
d(1014, 1014) = 1434.01255225
d(1015, 1015) = 1435.42676581
d(1016, 1016) = 1436.84097937
d(1017, 1017) = 1438.25519293
d(1018, 1018) = 1439.6694065
d(1019, 1019) = 1441.08362006
d(1020, 1020) = 1442.49783362
d(1021, 1021) = 1443.91204718
d(1022, 1022) = 1445.32626075
d(1023, 1023) = 1446.74047431
d(1024, 1024) = 1448.15468787
d(1025, 1025) = 1449.56890143
d(1026, 1026) = 1450.98311499
d(1027, 1027) = 1452.39732856
d(1028, 1028) = 1453.81154212
d(1029, 1029) = 1455.22575568
d(1030, 1030) = 1456.63996924
d(1031, 1031) = 1458.05418281
d(1032, 1032) = 1459.46839637
d(1033, 1033) = 1460.88260993
d(1034, 1034) = 1462.29682349
d(1035, 1035) = 1463.71103706
d(1036, 1036) = 1465.12525062
d(1037, 1037) = 1466.53946418
d(1038, 1038) = 1467.95367774
d(1039, 1039) = 1469.36789131
d(1040, 1040) = 1470.78210487
d(1041, 1041) = 1472.19631843
d(1042, 1042) = 1473.61053199
d(1043, 1043) = 1475.02474556
d(1044, 1044) = 1476.43895912
d(1045, 1045) = 1477.85317268
d(1046, 1046) = 1479.26738624
d(1047, 1047) = 1480.6815998
d(1048, 1048) = 1482.09581337
d(1049, 1049) = 1483.51002693
d(1050, 1050) = 1484.92424049
d(1051, 1051) = 1486.33845405
d(1052, 1052) = 1487.75266762
d(1053, 1053) = 1489.16688118
d(1054, 1054) = 1490.58109474
d(1055, 1055) = 1491.9953083
d(1056, 1056) = 1493.40952187
d(1057, 1057) = 1494.82373543
d(1058, 1058) = 1496.23794899
d(1059, 1059) = 1497.65216255
d(1060, 1060) = 1499.06637612
d(1061, 1061) = 1500.48058968
d(1062, 1062) = 1501.89480324
d(1063, 1063) = 1503.3090168
d(1064, 1064) = 1504.72323036
d(1065, 1065) = 1506.13744393
d(1066, 1066) = 1507.55165749
d(1067, 1067) = 1508.96587105
d(1068, 1068) = 1510.38008461
d(1069, 1069) = 1511.79429818
d(1070, 1070) = 1513.20851174
d(1071, 1071) = 1514.6227253
d(1072, 1072) = 1516.03693886
d(1073, 1073) = 1517.45115243
d(1074, 1074) = 1518.86536599
d(1075, 1075) = 1520.27957955
d(1076, 1076) = 1521.69379311
d(1077, 1077) = 1523.10800668
d(1078, 1078) = 1524.52222024
d(1079, 1079) = 1525.9364338
d(1080, 1080) = 1527.35064736
d(1081, 1081) = 1528.76486093
d(1082, 1082) = 1530.17907449
d(1083, 1083) = 1531.59328805
d(1084, 1084) = 1533.00750161
d(1085, 1085) = 1534.42171517
d(1086, 1086) = 1535.83592874
d(1087, 1087) = 1537.2501423
d(1088, 1088) = 1538.66435586
d(1089, 1089) = 1540.07856942
d(1090, 1090) = 1541.49278299
d(1091, 1091) = 1542.90699655
d(1092, 1092) = 1544.32121011
d(1093, 1093) = 1545.73542367
d(1094, 1094) = 1547.14963724
d(1095, 1095) = 1548.5638508
d(1096, 1096) = 1549.97806436
d(1097, 1097) = 1551.39227792
d(1098, 1098) = 1552.80649149
d(1099, 1099) = 1554.22070505
d(1100, 1100) = 1555.63491861
d(1101, 1101) = 1557.04913217
d(1102, 1102) = 1558.46334574
d(1103, 1103) = 1559.8775593
d(1104, 1104) = 1561.29177286
d(1105, 1105) = 1562.70598642
d(1106, 1106) = 1564.12019998
d(1107, 1107) = 1565.53441355
d(1108, 1108) = 1566.94862711
d(1109, 1109) = 1568.36284067
d(1110, 1110) = 1569.77705423
d(1111, 1111) = 1571.1912678
d(1112, 1112) = 1572.60548136
d(1113, 1113) = 1574.01969492
d(1114, 1114) = 1575.43390848
d(1115, 1115) = 1576.84812205
d(1116, 1116) = 1578.26233561
d(1117, 1117) = 1579.67654917
d(1118, 1118) = 1581.09076273
d(1119, 1119) = 1582.5049763
d(1120, 1120) = 1583.91918986
d(1121, 1121) = 1585.33340342
d(1122, 1122) = 1586.74761698
d(1123, 1123) = 1588.16183054
d(1124, 1124) = 1589.57604411
d(1125, 1125) = 1590.99025767
d(1126, 1126) = 1592.40447123
d(1127, 1127) = 1593.81868479
d(1128, 1128) = 1595.23289836
d(1129, 1129) = 1596.64711192
d(1130, 1130) = 1598.06132548
d(1131, 1131) = 1599.47553904
d(1132, 1132) = 1600.88975261
d(1133, 1133) = 1602.30396617
d(1134, 1134) = 1603.71817973
d(1135, 1135) = 1605.13239329
d(1136, 1136) = 1606.54660686
d(1137, 1137) = 1607.96082042
d(1138, 1138) = 1609.37503398
d(1139, 1139) = 1610.78924754
d(1140, 1140) = 1612.20346111
d(1141, 1141) = 1613.61767467
d(1142, 1142) = 1615.03188823
d(1143, 1143) = 1616.44610179
d(1144, 1144) = 1617.86031535
d(1145, 1145) = 1619.27452892
d(1146, 1146) = 1620.68874248
d(1147, 1147) = 1622.10295604
d(1148, 1148) = 1623.5171696
d(1149, 1149) = 1624.93138317
d(1150, 1150) = 1626.34559673
d(1151, 1151) = 1627.75981029
d(1152, 1152) = 1629.17402385
d(1153, 1153) = 1630.58823742
d(1154, 1154) = 1632.00245098
d(1155, 1155) = 1633.41666454
d(1156, 1156) = 1634.8308781
d(1157, 1157) = 1636.24509167
d(1158, 1158) = 1637.65930523
d(1159, 1159) = 1639.07351879
d(1160, 1160) = 1640.48773235
d(1161, 1161) = 1641.90194592
d(1162, 1162) = 1643.31615948
d(1163, 1163) = 1644.73037304
d(1164, 1164) = 1646.1445866
d(1165, 1165) = 1647.55880016
d(1166, 1166) = 1648.97301373
d(1167, 1167) = 1650.38722729
d(1168, 1168) = 1651.80144085
d(1169, 1169) = 1653.21565441
d(1170, 1170) = 1654.62986798
d(1171, 1171) = 1656.04408154
d(1172, 1172) = 1657.4582951
d(1173, 1173) = 1658.87250866
d(1174, 1174) = 1660.28672223
d(1175, 1175) = 1661.70093579
d(1176, 1176) = 1663.11514935
d(1177, 1177) = 1664.52936291
d(1178, 1178) = 1665.94357648
d(1179, 1179) = 1667.35779004
d(1180, 1180) = 1668.7720036
d(1181, 1181) = 1670.18621716
d(1182, 1182) = 1671.60043072
d(1183, 1183) = 1673.01464429
d(1184, 1184) = 1674.42885785
d(1185, 1185) = 1675.84307141
d(1186, 1186) = 1677.25728497
d(1187, 1187) = 1678.67149854
d(1188, 1188) = 1680.0857121
d(1189, 1189) = 1681.49992566
d(1190, 1190) = 1682.91413922
d(1191, 1191) = 1684.32835279
d(1192, 1192) = 1685.74256635
d(1193, 1193) = 1687.15677991
d(1194, 1194) = 1688.57099347
d(1195, 1195) = 1689.98520704
d(1196, 1196) = 1691.3994206
d(1197, 1197) = 1692.81363416
d(1198, 1198) = 1694.22784772
d(1199, 1199) = 1695.64206129
d(1200, 1200) = 1697.05627485
d(1201, 1201) = 1698.47048841
d(1202, 1202) = 1699.88470197
d(1203, 1203) = 1701.29891553
d(1204, 1204) = 1702.7131291
d(1205, 1205) = 1704.12734266
d(1206, 1206) = 1705.54155622
d(1207, 1207) = 1706.95576978
d(1208, 1208) = 1708.36998335
d(1209, 1209) = 1709.78419691
d(1210, 1210) = 1711.19841047
d(1211, 1211) = 1712.61262403
d(1212, 1212) = 1714.0268376
d(1213, 1213) = 1715.44105116
d(1214, 1214) = 1716.85526472
d(1215, 1215) = 1718.26947828
d(1216, 1216) = 1719.68369185
d(1217, 1217) = 1721.09790541
d(1218, 1218) = 1722.51211897
d(1219, 1219) = 1723.92633253
d(1220, 1220) = 1725.3405461
d(1221, 1221) = 1726.75475966
d(1222, 1222) = 1728.16897322
d(1223, 1223) = 1729.58318678
d(1224, 1224) = 1730.99740034
d(1225, 1225) = 1732.41161391
d(1226, 1226) = 1733.82582747
d(1227, 1227) = 1735.24004103
d(1228, 1228) = 1736.65425459
d(1229, 1229) = 1738.06846816
d(1230, 1230) = 1739.48268172
d(1231, 1231) = 1740.89689528
d(1232, 1232) = 1742.31110884
d(1233, 1233) = 1743.72532241
d(1234, 1234) = 1745.13953597
d(1235, 1235) = 1746.55374953
d(1236, 1236) = 1747.96796309
d(1237, 1237) = 1749.38217666
d(1238, 1238) = 1750.79639022
d(1239, 1239) = 1752.21060378
d(1240, 1240) = 1753.62481734
d(1241, 1241) = 1755.03903091
d(1242, 1242) = 1756.45324447
d(1243, 1243) = 1757.86745803
d(1244, 1244) = 1759.28167159
d(1245, 1245) = 1760.69588515
d(1246, 1246) = 1762.11009872
d(1247, 1247) = 1763.52431228
d(1248, 1248) = 1764.93852584
d(1249, 1249) = 1766.3527394
d(1250, 1250) = 1767.76695297
d(1251, 1251) = 1769.18116653
d(1252, 1252) = 1770.59538009
d(1253, 1253) = 1772.00959365
d(1254, 1254) = 1773.42380722
d(1255, 1255) = 1774.83802078
d(1256, 1256) = 1776.25223434
d(1257, 1257) = 1777.6664479
d(1258, 1258) = 1779.08066147
d(1259, 1259) = 1780.49487503
d(1260, 1260) = 1781.90908859
d(1261, 1261) = 1783.32330215
d(1262, 1262) = 1784.73751571
d(1263, 1263) = 1786.15172928
d(1264, 1264) = 1787.56594284
d(1265, 1265) = 1788.9801564
d(1266, 1266) = 1790.39436996
d(1267, 1267) = 1791.80858353
d(1268, 1268) = 1793.22279709
d(1269, 1269) = 1794.63701065
d(1270, 1270) = 1796.05122421
d(1271, 1271) = 1797.46543778
d(1272, 1272) = 1798.87965134
d(1273, 1273) = 1800.2938649
d(1274, 1274) = 1801.70807846
d(1275, 1275) = 1803.12229203
d(1276, 1276) = 1804.53650559
d(1277, 1277) = 1805.95071915
d(1278, 1278) = 1807.36493271
d(1279, 1279) = 1808.77914628
d(1280, 1280) = 1810.19335984
d(1281, 1281) = 1811.6075734
d(1282, 1282) = 1813.02178696
d(1283, 1283) = 1814.43600052
d(1284, 1284) = 1815.85021409
d(1285, 1285) = 1817.26442765
d(1286, 1286) = 1818.67864121
d(1287, 1287) = 1820.09285477
d(1288, 1288) = 1821.50706834
d(1289, 1289) = 1822.9212819
d(1290, 1290) = 1824.33549546
d(1291, 1291) = 1825.74970902
d(1292, 1292) = 1827.16392259
d(1293, 1293) = 1828.57813615
d(1294, 1294) = 1829.99234971
d(1295, 1295) = 1831.40656327
d(1296, 1296) = 1832.82077684
d(1297, 1297) = 1834.2349904
d(1298, 1298) = 1835.64920396
d(1299, 1299) = 1837.06341752
d(1300, 1300) = 1838.47763109
d(1301, 1301) = 1839.89184465
d(1302, 1302) = 1841.30605821
d(1303, 1303) = 1842.72027177
d(1304, 1304) = 1844.13448533
d(1305, 1305) = 1845.5486989
d(1306, 1306) = 1846.96291246
d(1307, 1307) = 1848.37712602
d(1308, 1308) = 1849.79133958
d(1309, 1309) = 1851.20555315
d(1310, 1310) = 1852.61976671
d(1311, 1311) = 1854.03398027
d(1312, 1312) = 1855.44819383
d(1313, 1313) = 1856.8624074
d(1314, 1314) = 1858.27662096
d(1315, 1315) = 1859.69083452
d(1316, 1316) = 1861.10504808
d(1317, 1317) = 1862.51926165
d(1318, 1318) = 1863.93347521
d(1319, 1319) = 1865.34768877
d(1320, 1320) = 1866.76190233
d(1321, 1321) = 1868.17611589
d(1322, 1322) = 1869.59032946
d(1323, 1323) = 1871.00454302
d(1324, 1324) = 1872.41875658
d(1325, 1325) = 1873.83297014
d(1326, 1326) = 1875.24718371
d(1327, 1327) = 1876.66139727
d(1328, 1328) = 1878.07561083
d(1329, 1329) = 1879.48982439
d(1330, 1330) = 1880.90403796
d(1331, 1331) = 1882.31825152
d(1332, 1332) = 1883.73246508
d(1333, 1333) = 1885.14667864
d(1334, 1334) = 1886.56089221
d(1335, 1335) = 1887.97510577
d(1336, 1336) = 1889.38931933
d(1337, 1337) = 1890.80353289
d(1338, 1338) = 1892.21774646
d(1339, 1339) = 1893.63196002
d(1340, 1340) = 1895.04617358
d(1341, 1341) = 1896.46038714
d(1342, 1342) = 1897.8746007
d(1343, 1343) = 1899.28881427
d(1344, 1344) = 1900.70302783
d(1345, 1345) = 1902.11724139
d(1346, 1346) = 1903.53145495
d(1347, 1347) = 1904.94566852
d(1348, 1348) = 1906.35988208
d(1349, 1349) = 1907.77409564
d(1350, 1350) = 1909.1883092
d(1351, 1351) = 1910.60252277
d(1352, 1352) = 1912.01673633
d(1353, 1353) = 1913.43094989
d(1354, 1354) = 1914.84516345
d(1355, 1355) = 1916.25937702
d(1356, 1356) = 1917.67359058
d(1357, 1357) = 1919.08780414
d(1358, 1358) = 1920.5020177
d(1359, 1359) = 1921.91623127
d(1360, 1360) = 1923.33044483
d(1361, 1361) = 1924.74465839
d(1362, 1362) = 1926.15887195
d(1363, 1363) = 1927.57308551
d(1364, 1364) = 1928.98729908
d(1365, 1365) = 1930.40151264
d(1366, 1366) = 1931.8157262
d(1367, 1367) = 1933.22993976
d(1368, 1368) = 1934.64415333
d(1369, 1369) = 1936.05836689
d(1370, 1370) = 1937.47258045
d(1371, 1371) = 1938.88679401
d(1372, 1372) = 1940.30100758
d(1373, 1373) = 1941.71522114
d(1374, 1374) = 1943.1294347
d(1375, 1375) = 1944.54364826
d(1376, 1376) = 1945.95786183
d(1377, 1377) = 1947.37207539
d(1378, 1378) = 1948.78628895
d(1379, 1379) = 1950.20050251
d(1380, 1380) = 1951.61471607
d(1381, 1381) = 1953.02892964
d(1382, 1382) = 1954.4431432
d(1383, 1383) = 1955.85735676
d(1384, 1384) = 1957.27157032
d(1385, 1385) = 1958.68578389
d(1386, 1386) = 1960.09999745
d(1387, 1387) = 1961.51421101
d(1388, 1388) = 1962.92842457
d(1389, 1389) = 1964.34263814
d(1390, 1390) = 1965.7568517
d(1391, 1391) = 1967.17106526
d(1392, 1392) = 1968.58527882
d(1393, 1393) = 1969.99949239
d(1394, 1394) = 1971.41370595
d(1395, 1395) = 1972.82791951
d(1396, 1396) = 1974.24213307
d(1397, 1397) = 1975.65634664
d(1398, 1398) = 1977.0705602
d(1399, 1399) = 1978.48477376
d(1400, 1400) = 1979.89898732
d(1401, 1401) = 1981.31320088
d(1402, 1402) = 1982.72741445
d(1403, 1403) = 1984.14162801
d(1404, 1404) = 1985.55584157
d(1405, 1405) = 1986.97005513
d(1406, 1406) = 1988.3842687
d(1407, 1407) = 1989.79848226
d(1408, 1408) = 1991.21269582
d(1409, 1409) = 1992.62690938
d(1410, 1410) = 1994.04112295
d(1411, 1411) = 1995.45533651
d(1412, 1412) = 1996.86955007
d(1413, 1413) = 1998.28376363
d(1414, 1414) = 1999.6979772
d(1415, 1415) = 2001.11219076
d(1416, 1416) = 2002.52640432
d(1417, 1417) = 2003.94061788
d(1418, 1418) = 2005.35483145
d(1419, 1419) = 2006.76904501
d(1420, 1420) = 2008.18325857
d(1421, 1421) = 2009.59747213
d(1422, 1422) = 2011.01168569
d(1423, 1423) = 2012.42589926
d(1424, 1424) = 2013.84011282
d(1425, 1425) = 2015.25432638
d(1426, 1426) = 2016.66853994
d(1427, 1427) = 2018.08275351
d(1428, 1428) = 2019.49696707
d(1429, 1429) = 2020.91118063
d(1430, 1430) = 2022.32539419
d(1431, 1431) = 2023.73960776
d(1432, 1432) = 2025.15382132
d(1433, 1433) = 2026.56803488
d(1434, 1434) = 2027.98224844
d(1435, 1435) = 2029.39646201
d(1436, 1436) = 2030.81067557
d(1437, 1437) = 2032.22488913
d(1438, 1438) = 2033.63910269
d(1439, 1439) = 2035.05331625
d(1440, 1440) = 2036.46752982
d(1441, 1441) = 2037.88174338
d(1442, 1442) = 2039.29595694
d(1443, 1443) = 2040.7101705
d(1444, 1444) = 2042.12438407
d(1445, 1445) = 2043.53859763
d(1446, 1446) = 2044.95281119
d(1447, 1447) = 2046.36702475
d(1448, 1448) = 2047.78123832
d(1449, 1449) = 2049.19545188
d(1450, 1450) = 2050.60966544
d(1451, 1451) = 2052.023879
d(1452, 1452) = 2053.43809257
d(1453, 1453) = 2054.85230613
d(1454, 1454) = 2056.26651969
d(1455, 1455) = 2057.68073325
d(1456, 1456) = 2059.09494682
d(1457, 1457) = 2060.50916038
d(1458, 1458) = 2061.92337394
d(1459, 1459) = 2063.3375875
d(1460, 1460) = 2064.75180106
d(1461, 1461) = 2066.16601463
d(1462, 1462) = 2067.58022819
d(1463, 1463) = 2068.99444175
d(1464, 1464) = 2070.40865531
d(1465, 1465) = 2071.82286888
d(1466, 1466) = 2073.23708244
d(1467, 1467) = 2074.651296
d(1468, 1468) = 2076.06550956
d(1469, 1469) = 2077.47972313
d(1470, 1470) = 2078.89393669
d(1471, 1471) = 2080.30815025
d(1472, 1472) = 2081.72236381
d(1473, 1473) = 2083.13657738
d(1474, 1474) = 2084.55079094
d(1475, 1475) = 2085.9650045
d(1476, 1476) = 2087.37921806
d(1477, 1477) = 2088.79343163
d(1478, 1478) = 2090.20764519
d(1479, 1479) = 2091.62185875
d(1480, 1480) = 2093.03607231
d(1481, 1481) = 2094.45028587
d(1482, 1482) = 2095.86449944
d(1483, 1483) = 2097.278713
d(1484, 1484) = 2098.69292656
d(1485, 1485) = 2100.10714012
d(1486, 1486) = 2101.52135369
d(1487, 1487) = 2102.93556725
d(1488, 1488) = 2104.34978081
d(1489, 1489) = 2105.76399437
d(1490, 1490) = 2107.17820794
d(1491, 1491) = 2108.5924215
d(1492, 1492) = 2110.00663506
d(1493, 1493) = 2111.42084862
d(1494, 1494) = 2112.83506219
d(1495, 1495) = 2114.24927575
d(1496, 1496) = 2115.66348931
d(1497, 1497) = 2117.07770287
d(1498, 1498) = 2118.49191643
d(1499, 1499) = 2119.90613
d(1500, 1500) = 2121.32034356
d(1501, 1501) = 2122.73455712
d(1502, 1502) = 2124.14877068
d(1503, 1503) = 2125.56298425
d(1504, 1504) = 2126.97719781
d(1505, 1505) = 2128.39141137
d(1506, 1506) = 2129.80562493
d(1507, 1507) = 2131.2198385
d(1508, 1508) = 2132.63405206
d(1509, 1509) = 2134.04826562
d(1510, 1510) = 2135.46247918
d(1511, 1511) = 2136.87669275
d(1512, 1512) = 2138.29090631
d(1513, 1513) = 2139.70511987
d(1514, 1514) = 2141.11933343
d(1515, 1515) = 2142.533547
d(1516, 1516) = 2143.94776056
d(1517, 1517) = 2145.36197412
d(1518, 1518) = 2146.77618768
d(1519, 1519) = 2148.19040124
d(1520, 1520) = 2149.60461481
d(1521, 1521) = 2151.01882837
d(1522, 1522) = 2152.43304193
d(1523, 1523) = 2153.84725549
d(1524, 1524) = 2155.26146906
d(1525, 1525) = 2156.67568262
d(1526, 1526) = 2158.08989618
d(1527, 1527) = 2159.50410974
d(1528, 1528) = 2160.91832331
d(1529, 1529) = 2162.33253687
